,instance,solver_conf,benchmark,verdict,status,ftype,log10_count_fromsolver,log10_est_fromsolver,count,count_type,pac-guarantees_epsilon,pac-guarantees_delta,cputime,wall_time,memory,job,fail,file,instance_long,solver,decs,prec,configuration,stdout_file,runsolver_WCTIME,runsolver_CPUTIME,runsolver_CPUUSAGE,runsolver_MAXVM,runsolver_TIMEOUT,runsolver_MEMOUT,runsolver_RETCODE,runsolver_SIGNAL,sat,lprec,rank,log10_pre,precompute,vote_count,voters,disagreed,log10_from_count_solver,log10_expected,count_expected,log10_from_count_expected,withindiff,err_afct,corr
20,mc2026_track1_041.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,20.75139732726713,20.7513973,564153552511417968750,exact_arb_int,0.0,1.3837037899999996e-34,0.5922,1.11,582212,2026-06-24_22,,mc2026_track1_041.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_041.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance21/run1/stdout.log,1.10751,0.59222,53.4732,582212,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,20.751397327267,564153552511417968750,3,"d4,ganak,gpmc",False,20.751397327267000000000000000000000000000000000000000000000000000000000000000000000000000002,20.75139732726713,564153552511417968750,20.751397327267000000000000000000000000000000000000000000000000000000000000000000000000000002,0,0.0,1.0
21,mc2026_track1_043.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,11.868626596646854,11.8686266,738969640920,exact_arb_int,0.0,8.199073099999999e-35,0.2107,0.4,515696,2026-06-24_22,,mc2026_track1_043.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_043.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance22/run1/stdout.log,0.404208,0.210741,52.1368,515696,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,11.868626596647,738969640920,3,"d4,ganak,gpmc",False,11.868626596646999999999999999999999999999999999999999999999999999999999999999999999999999996,11.868626596646854,738969640920,11.868626596646999999999999999999999999999999999999999999999999999999999999999999999999999996,0,0.0,1.0
22,mc2026_track1_045.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,10.509669396151551,10.5096694,32334741710,exact_arb_int,0.0,4.26455832e-33,20.3398,22.23,523724,2026-06-24_22,,mc2026_track1_045.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_045.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance23/run1/stdout.log,22.228,20.3398,91.5051,523724,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,10.509669396152,32334741710,3,"d4,ganak,gpmc",False,10.509669396151999999999999999999999999999999999999999999999999999999999999999999999999999999,10.509669396151551,32334741710,10.509669396151999999999999999999999999999999999999999999999999999999999999999999999999999999,0,0.0,1.0
23,mc2026_track1_047.cnf,ganak-approx_MCC2026,Track1_MC_Public,TLE,TLE,,,,nan,,,,3562.1,3600.52,29016628,2026-06-24_22,,mc2026_track1_047.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_047.cnf.xz,ganak-approx_MCC2026,unknown,,ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance24/run1/stdout.log,3600.52,3562.1,98.9329,29016628,True,False,0,15,,"['approx', 'arb', 'int']",C: Approx,,,0,,False,,15.68659532234865,4859541802561240.0,15.686595322348999999999999999999999999999999999999999999999999999999999999999999999999999997,nan,,
24,mc2026_track1_049.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,13.111621148167972,13.1116211,12930673567682,exact_arb_int,0.0,4.83288359e-22,1488.05,1501.63,28963812,2026-06-24_22,,mc2026_track1_049.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_049.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance25/run1/stdout.log,1501.63,1488.05,99.0961,28963812,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,13.111621148168,12930673567682,3,"d4,ganak,gpmc",False,13.111621148168,13.111621148167972,12930673567682,13.111621148168,0,0.0,1.0
25,mc2026_track1_051.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,15.530646004959811,15.530646,3393485555651045,exact_arb_int,0.0,1.31820398e-22,481.639,530.82,15222804,2026-06-24_22,,mc2026_track1_051.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_051.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance26/run1/stdout.log,530.822,481.639,90.7346,15222804,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,15.53064600496,3393485555651045,3,"d4,ganak,gpmc",False,15.530646004960000000000000000000000000000000000000000000000000000000000000000000000000000003,15.530646004959811,3393485555651045,15.530646004960000000000000000000000000000000000000000000000000000000000000000000000000000003,0,0.0,1.0
26,mc2026_track1_053.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,12.83427510886983,12.8342751,6827710664219,exact_arb_int,0.0,1.4161727000000001e-22,545.665,601.36,15437912,2026-06-24_22,,mc2026_track1_053.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_053.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance27/run1/stdout.log,601.361,545.665,90.7383,15437912,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,12.83427510887,6827710664219,3,"d4,ganak,gpmc",False,12.834275108870000000000000000000000000000000000000000000000000000000000000000000000000000004,12.83427510886983,6827710664219,12.834275108870000000000000000000000000000000000000000000000000000000000000000000000000000004,0,0.0,1.0
27,mc2026_track1_055.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,16.255619765854984,16.2556198,18014398509481984,exact_arb_int,0.0,0.0,0.0436,0.16,0,2026-06-24_22,,mc2026_track1_055.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_055.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance28/run1/stdout.log,0.162653,0.04361,26.8117,0,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,16.255619765855,18014398509481984,3,"d4,ganak,gpmc",False,16.255619765855000000000000000000000000000000000000000000000000000000000000000000000000000004,16.255619765854984,18014398509481984,16.255619765855000000000000000000000000000000000000000000000000000000000000000000000000000004,0,0.0,1.0
28,mc2026_track1_057.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,22.27621967913461,22.2762197,18889465931478580854784,exact_arb_int,0.0,0.0,0.0486,0.18,254840,2026-06-24_22,,mc2026_track1_057.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_057.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance29/run1/stdout.log,0.179669,0.048602,27.0508,254840,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,22.276219679135,18889465931478580854784,3,"d4,ganak,gpmc",False,22.276219679134999999999999999999999999999999999999999999999999999999999999999999999999999999,22.27621967913461,18889465931478580854784,22.276219679134999999999999999999999999999999999999999999999999999999999999999999999999999999,0,0.0,1.0
29,mc2026_track1_059.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,11.740169830895269,11.7401698,549755813888,exact_arb_int,0.0,0.0,0.0286,0.03,0,2026-06-24_22,,mc2026_track1_059.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_059.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance30/run1/stdout.log,0.0301279,0.028556,94.7824,0,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,11.740169830895,549755813888,3,"d4,ganak,gpmc",False,11.740169830895,11.740169830895269,549755813888,11.740169830895,0,0.0,1.0
30,mc2026_track1_061.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,-inf,-inf,0,exact_arb_int,0.0,0.0,0.0522,0.05,0,2026-06-24_22,,mc2026_track1_061.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_061.cnf.xz,ganak-approx_MCC2026,unsat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance31/run1/stdout.log,0.053726,0.052209,97.1764,0,False,False,0,0,UNSATISFIABLE,"['approx', 'arb', 'int']",C: Approx,,0,3,"d4,ganak,gpmc",False,-inf,-inf,0,-inf,0,0.0,1.0
31,mc2026_track1_063.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,23.48033966179053,23.4803397,302231454903657293676544,exact_arb_int,0.0,0.0,0.0351,0.04,0,2026-06-24_22,,mc2026_track1_063.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_063.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance32/run1/stdout.log,0.0363709,0.035075,96.4369,0,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,23.480339661791,302231454903657293676544,3,"d4,ganak,gpmc",False,23.480339661790999999999999999999999999999999999999999999999999999999999999999999999999999995,23.48033966179053,302231454903657293676544,23.480339661790999999999999999999999999999999999999999999999999999999999999999999999999999995,0,0.0,1.0
32,mc2026_track1_065.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,3.486572150518356,3.48657215,3066,exact_arb_int,0.0,1.16373941e-36,0.0583,0.06,0,2026-06-24_22,,mc2026_track1_065.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_065.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance33/run1/stdout.log,0.059884,0.058262,97.2915,0,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,3.486572150518,3066,3,"d4,ganak,gpmc",False,3.4865721505179999999999999999999999999999999999999999999999999999999999999999999999999999993,3.486572150518356,3066,3.4865721505179999999999999999999999999999999999999999999999999999999999999999999999999999993,0,0.0,1.0
33,mc2026_track1_067.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,0.6020599913279624,0.602059991,4,exact_arb_int,0.0,0.0,208.83,225.46,602192,2026-06-24_22,,mc2026_track1_067.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_067.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance34/run1/stdout.log,225.455,208.83,92.6257,602192,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,0.602059991328,4,3,"d4,ganak,gpmc",False,0.60205999132799999999999999999999999999999999999999999999999999999999999999999999999999999992,0.6020599913279624,4,0.60205999132799999999999999999999999999999999999999999999999999999999999999999999999999999992,0,0.0,1.0
34,mc2026_track1_069.cnf,ganak-approx_MCC2026,Track1_MC_Public,TLE,TLE,,,,nan,,,,3277.81,3600.59,13853848,2026-06-24_22,,mc2026_track1_069.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_069.cnf.xz,ganak-approx_MCC2026,unknown,,ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance35/run1/stdout.log,3600.59,3277.81,91.0354,13853848,True,False,0,15,,"['approx', 'arb', 'int']",C: Approx,,,0,,False,,177.82144024286774,6.6288813071830599999999999999999999999999999999999999999999999999999999999999999999999999984e+177,177.82144024286800000000000000000000000000000000000000000000000000000000000000000000000000001,nan,,
35,mc2026_track1_071.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,10.401493409999825,10.4014934,25205389326,exact_arb_int,0.0,5.04359116e-28,26.8318,29.62,612408,2026-06-24_22,,mc2026_track1_071.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_071.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance36/run1/stdout.log,29.6211,26.8318,90.5832,612408,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,10.40149341,25205389326,3,"d4,ganak,gpmc",False,10.401493410000000000000000000000000000000000000000000000000000000000000000000000000000000003,10.401493409999825,25205389326,10.401493410000000000000000000000000000000000000000000000000000000000000000000000000000000003,0,0.0,1.0
36,mc2026_track1_073.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,3.355643050220869,3.35564305,2268,exact_arb_int,0.0,5.18393009e-36,1.214,1.68,519012,2026-06-24_22,,mc2026_track1_073.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_073.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance37/run1/stdout.log,1.68104,1.21396,72.215,519012,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,3.355643050221,2268,3,"d4,ganak,gpmc",False,3.3556430502210000000000000000000000000000000000000000000000000000000000000000000000000000009,3.355643050220869,2268,3.3556430502210000000000000000000000000000000000000000000000000000000000000000000000000000009,0,0.0,1.0
37,mc2026_track1_075.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,9.839174340703808,9.83917434,6905169454,exact_arb_int,0.0,2.80283889e-28,1.0227,1.36,533876,2026-06-24_22,,mc2026_track1_075.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_075.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance38/run1/stdout.log,1.36256,1.02273,75.0599,533876,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,9.839174340704,6905169454,3,"d4,ganak,gpmc",False,9.8391743407040000000000000000000000000000000000000000000000000000000000000000000000000000014,9.839174340703808,6905169454,9.8391743407040000000000000000000000000000000000000000000000000000000000000000000000000000014,0,0.0,1.0
38,mc2026_track1_077.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,12.084511894987513,12.0845119,1214819892986,exact_arb_int,0.0,4.46138031e-27,3.4728,4.03,667528,2026-06-24_22,,mc2026_track1_077.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_077.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance39/run1/stdout.log,4.02633,3.47281,86.2524,667528,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,12.084511894988,1214819892986,3,"d4,ganak,gpmc",False,12.084511894987999999999999999999999999999999999999999999999999999999999999999999999999999999,12.084511894987513,1214819892986,12.084511894987999999999999999999999999999999999999999999999999999999999999999999999999999999,0,0.0,1.0
39,mc2026_track1_079.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,13.486992130296882,13.4869921,30689663761877,exact_arb_int,0.0,1.56442724e-25,14.7452,16.43,1030556,2026-06-24_22,,mc2026_track1_079.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_079.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance40/run1/stdout.log,16.4276,14.7452,89.7586,1030556,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,13.486992130297,30689663761877,3,"d4,ganak,gpmc",False,13.486992130296999999999999999999999999999999999999999999999999999999999999999999999999999998,13.486992130296882,30689663761877,13.486992130296999999999999999999999999999999999999999999999999999999999999999999999999999998,0,0.0,1.0
40,mc2026_track1_081.cnf,ganak-approx_MCC2026,Track1_MC_Public,TLE,TLE,,,,nan,,,,3236.26,3600.19,759804,2026-06-24_22,,mc2026_track1_081.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_081.cnf.xz,ganak-approx_MCC2026,unknown,,ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance41/run1/stdout.log,3600.19,3236.26,89.8912,759804,True,False,0,15,,"['approx', 'arb', 'int']",C: Approx,,,0,,False,,-0.9030899869919436,1/8,-0.90308998699199999999999999999999999999999999999999999999999999999999999999999999999999999987,nan,,
41,mc2026_track1_083.cnf,ganak-approx_MCC2026,Track1_MC_Public,TLE,TLE,,,,nan,,,,3253.37,3600.18,778980,2026-06-24_22,,mc2026_track1_083.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_083.cnf.xz,ganak-approx_MCC2026,unknown,,ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance42/run1/stdout.log,3600.18,3253.37,90.3668,778980,True,False,0,15,,"['approx', 'arb', 'int']",C: Approx,,,0,,False,,-8.127809882927492,745058059692383/100000000000000000000000,-8.1278098829269999999999999999999999999999999999999999999999999999999999999999999999999999963,nan,,
42,mc2026_track1_085.cnf,ganak-approx_MCC2026,Track1_MC_Public,TLE,TLE,,,,nan,,,,3342.8,3600.02,795628,2026-06-24_22,,mc2026_track1_085.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_085.cnf.xz,ganak-approx_MCC2026,unknown,,ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance43/run1/stdout.log,3600.02,3342.8,92.8551,795628,True,False,0,15,,"['approx', 'arb', 'int']",C: Approx,,,0,,False,,-0.9030899869919436,1/8,-0.90308998699199999999999999999999999999999999999999999999999999999999999999999999999999999987,nan,,
43,mc2026_track1_087.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,10.243742831894783,10.2437428,17528422464,exact_arb_int,0.0,2.5805968100000003e-29,0.4159,0.68,523792,2026-06-24_22,,mc2026_track1_087.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_087.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance44/run1/stdout.log,0.682032,0.415896,60.979,523792,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,10.243742831895,17528422464,3,"d4,ganak,gpmc",False,10.243742831894999999999999999999999999999999999999999999999999999999999999999999999999999999,10.243742831894783,17528422464,10.243742831894999999999999999999999999999999999999999999999999999999999999999999999999999999,0,0.0,1.0
44,mc2026_track1_089.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,-inf,-inf,0,exact_arb_int,0.0,0.0,0.0678,0.07,0,2026-06-24_22,,mc2026_track1_089.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_089.cnf.xz,ganak-approx_MCC2026,unsat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance45/run1/stdout.log,0.06949,0.067794,97.5593,0,False,False,0,0,UNSATISFIABLE,"['approx', 'arb', 'int']",C: Approx,,0,3,"d4,ganak,gpmc",False,-inf,-inf,0,-inf,0,0.0,1.0
45,mc2026_track1_091.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,-inf,-inf,0,exact_arb_int,0.0,0.0,0.189,0.27,528396,2026-06-24_22,,mc2026_track1_091.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_091.cnf.xz,ganak-approx_MCC2026,unsat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance46/run1/stdout.log,0.269439,0.188992,70.1428,528396,False,False,0,0,UNSATISFIABLE,"['approx', 'arb', 'int']",C: Approx,,0,3,"d4,ganak,gpmc",False,-inf,-inf,0,-inf,0,0.0,1.0
46,mc2026_track1_093.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,0.0,0.0,1,exact_arb_int,0.0,0.0,0.025,0.03,0,2026-06-24_22,,mc2026_track1_093.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_093.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance47/run1/stdout.log,0.0264099,0.02502,94.7372,0,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,0.0,1,3,"d4,ganak,gpmc",False,0.0,0.0,1,0.0,0,0.0,1.0
47,mc2026_track1_095.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,6.653562896297382,6.6535629,4503632,exact_arb_int,0.0,7.66061661e-27,110.033,110.76,779828,2026-06-24_22,,mc2026_track1_095.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_095.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance48/run1/stdout.log,110.765,110.033,99.3396,779828,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,6.653562896297,4503632,3,"d4,ganak,gpmc",False,6.6535628962969999999999999999999999999999999999999999999999999999999999999999999999999999991,6.653562896297382,4503632,6.6535628962969999999999999999999999999999999999999999999999999999999999999999999999999999991,0,0.0,1.0
48,mc2026_track1_097.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,0.4771212547196624,0.477121255,3,exact_arb_int,0.0,0.0,0.0214,0.02,0,2026-06-24_22,,mc2026_track1_097.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_097.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance49/run1/stdout.log,0.0222469,0.021403,96.2065,0,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,0.47712125472,3,3,"d4,ganak,gpmc",False,0.47712125472000000000000000000000000000000000000000000000000000000000000000000000000000000001,0.4771212547196624,3,0.47712125472000000000000000000000000000000000000000000000000000000000000000000000000000000001,0,0.0,1.0
49,mc2026_track1_099.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,6.653562896297382,6.6535629,4503632,exact_arb_int,0.0,1.30371683e-26,83.9708,89.64,958248,2026-06-24_22,,mc2026_track1_099.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_099.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance50/run1/stdout.log,89.6423,83.9708,93.6731,958248,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,6.653562896297,4503632,3,"d4,ganak,gpmc",False,6.6535628962969999999999999999999999999999999999999999999999999999999999999999999999999999991,6.653562896297382,4503632,6.6535628962969999999999999999999999999999999999999999999999999999999999999999999999999999991,0,0.0,1.0
50,mc2026_track1_101.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,0.4771212547196624,0.477121255,3,exact_arb_int,0.0,0.0,0.0319,0.03,0,2026-06-24_22,,mc2026_track1_101.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_101.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance51/run1/stdout.log,0.034433,0.031898,92.638,0,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,0.47712125472,3,3,"d4,ganak,gpmc",False,0.47712125472000000000000000000000000000000000000000000000000000000000000000000000000000000001,0.4771212547196624,3,0.47712125472000000000000000000000000000000000000000000000000000000000000000000000000000000001,0,0.0,1.0
51,mc2026_track1_103.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,0.0,0.0,1,exact_arb_int,0.0,0.0,0.0282,0.03,0,2026-06-24_22,,mc2026_track1_103.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_103.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance52/run1/stdout.log,0.029631,0.028169,95.066,0,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,0.0,1,3,"d4,ganak,gpmc",False,0.0,0.0,1,0.0,0,0.0,1.0
52,mc2026_track1_105.cnf,ganak-approx_MCC2026,Track1_MC_Public,OK,ok,mc,2.459392487759231,2.45939249,288,exact_arb_int,0.0,2.0649321499999997e-34,1.0711,1.52,515820,2026-06-24_22,,mc2026_track1_105.cnf,/projects/p_mcc/mc2026-track1-mc_competition/mc2026_track1_105.cnf.xz,ganak-approx_MCC2026,sat,"['exact', 'arb', 'int']",ganak-approx_MCC2026,../../../raw/step8_eval/barnard/mc2026_solvers/MC2026_Track1_Public/config7/instance53/run1/stdout.log,1.51602,1.07114,70.6545,515820,False,False,0,0,SATISFIABLE,"['approx', 'arb', 'int']",C: Approx,2.459392487759,288,3,"d4,ganak,gpmc",False,2.4593924877590000000000000000000000000000000000000000000000000000000000000000000000000000007,2.459392487759231,288,2.4593924877590000000000000000000000000000000000000000000000000000000000000000000000000000007,0,0.0,1.0
